2787823,1
12908,2787823
1427524,12908
151659,12908
743606,151659
743623,151659
743617,151659
460931,151659
361149,151659
743621,151659
743656,151659
743665,151659
743648,151659
743607,151659
743602,151659
743662,151659
357603,151659
743647,151659
743654,151659
743637,151659
743633,151659
743614,151659
743616,151659
743661,151659
743625,151659
743622,151659
482587,151659
357602,151659
743627,151659
743631,151659
743632,151659
81726,151659
743664,151659
81490,151659
455516,81490
112887,81490
112892,81490
112893,81490
455517,81490
455554,81490
455500,81490
455506,81490
455512,81490
455538,81490
1046022,81490
455513,81490
455553,81490
1046023,81490
455515,81490
455560,81490
1170210,81490
455528,81490
455532,81490
455510,81490
455561,81490
128422,81490
363281,81490
672203,81490
1046013,81490
455502,81490
455526,81490
455542,81490
455511,81490
856741,81490
1170209,81490
1046005,81490
455544,81490
856739,81490
941422,81490
455539,81490
455519,81490
455521,81490
455543,81490
112888,81490
455533,81490
455547,81490
1046016,81490
672202,81490
81022,81490
112891,81490
1046019,81490
455537,81490
455545,81490
81026,81490
455546,81490
455556,81490
455524,81490
1046006,81490
1046009,81490
455509,81490
455514,81490
856737,81490
856738,81490
1046018,81490
455503,81490
1046008,81490
1046004,81490
1046002,81490
455504,81490
81021,81490
1046011,81490
455520,81490
112894,81490
455518,81490
1046017,81490
1046024,81490
363282,81490
81024,81490
455540,81490
1046020,81490
455552,81490
672204,81490
81025,81490
455534,81490
455559,81490
455527,81490
198431,81490
81017,81490
941420,81490
1046014,81490
81023,81490
455557,81490
856740,81490
455529,81490
455523,81490
81018,81490
112895,81490
455555,81490
363283,81490
455507,81490
455522,81490
81020,81490
1046012,81490
455541,81490
1046003,81490
455531,81490
81027,81490
1046015,81490
112890,81490
455535,81490
1647752,81490
112897,81490
1046007,81490
1170212,81490
81019,81490
112886,81490
455505,81490
455551,81490
455558,81490
941421,81490
112896,81490
220138,81490
112898,81490
1046010,81490
455562,81490
455525,81490
1170211,81490
455536,81490
455548,81490
455550,81490
112889,81490
455501,81490
455530,81490
455508,81490
1046021,81490
455549,81490
743605,151659
743630,151659
743629,151659
743659,151659
361144,151659
743608,151659
743649,151659
424950,151659
743601,151659
743650,151659
743646,151659
743618,151659
743658,151659
743609,151659
361145,151659
743635,151659
743667,151659
743641,151659
743657,151659
415540,151659
361148,151659
44770,151659
1381514,44770
44836,44770
44774,44770
44793,44770
44898,44770
44789,44770
1381512,44770
44820,44770
44808,44770
44837,44770
44777,44770
44821,44770
44848,44770
44802,44770
44843,44770
44844,44770
44885,44770
44792,44770
44800,44770
44902,44770
44923,44770
44831,44770
44817,44770
44791,44770
44811,44770
44894,44770
44797,44770
44884,44770
44787,44770
1381506,44770
1381516,44770
1381501,44770
44815,44770
44835,44770
44879,44770
1381510,44770
1381508,44770
44916,44770
44782,44770
44810,44770
44784,44770
44773,44770
44781,44770
1381505,44770
44903,44770
44840,44770
44886,44770
1381502,44770
44876,44770
44912,44770
44790,44770
44896,44770
44841,44770
44812,44770
44849,44770
46465,44770
1381500,44770
44913,44770
44803,44770
44829,44770
44847,44770
44852,44770
44881,44770
44915,44770
44897,44770
1381499,44770
44809,44770
44845,44770
1381507,44770
44892,44770
44805,44770
44846,44770
44906,44770
44779,44770
44851,44770
77596,44770
44838,44770
44818,44770
44828,44770
44778,44770
44796,44770
44890,44770
44922,44770
44895,44770
44911,44770
44816,44770
44875,44770
44772,44770
1381504,44770
44783,44770
44880,44770
44842,44770
44901,44770
44795,44770
44909,44770
44775,44770
44889,44770
44891,44770
44882,44770
44813,44770
44776,44770
44918,44770
44785,44770
44806,44770
44907,44770
44910,44770
44833,44770
44804,44770
44883,44770
44920,44770
44905,44770
1381509,44770
44900,44770
44878,44770
1381503,44770
44919,44770
44908,44770
1381511,44770
44914,44770
44893,44770
44830,44770
44877,44770
44794,44770
44917,44770
44888,44770
44801,44770
44814,44770
44771,44770
44780,44770
44788,44770
44834,44770
44807,44770
44827,44770
44850,44770
44832,44770
44819,44770
44799,44770
44899,44770
1381513,44770
44839,44770
44904,44770
44921,44770
44786,44770
44798,44770
1381515,44770
743668,151659
361150,151659
155900,151659
51997,151659
743604,151659
743612,151659
743651,151659
743663,151659
743620,151659
743639,151659
361146,151659
358574,151659
382346,151659
743655,151659
743628,151659
743634,151659
743626,151659
743615,151659
743611,151659
743624,151659
743666,151659
743603,151659
743613,151659
743619,151659
743642,151659
1457551,151659
743638,151659
743644,151659
743645,151659
743652,151659
743653,151659
743643,151659
743610,151659
360281,151659
743640,151659
743600,151659
743636,151659
361147,151659
743660,151659
1306155,12908
2849667,1306155
1356638,1306155
1356698,1356638
1356718,1356638
1356825,1356638
1356666,1356638
1356846,1356638
1356675,1356638
1356790,1356638
1356697,1356638
1356641,1356638
1356667,1356638
1356768,1356638
1356663,1356638
1356685,1356638
1356778,1356638
1356699,1356638
1356770,1356638
1356746,1356638
1356668,1356638
1356706,1356638
1356781,1356638
1356672,1356638
1356799,1356638
1356743,1356638
1356762,1356638
1356824,1356638
1356795,1356638
1356815,1356638
1356660,1356638
1356794,1356638
1356811,1356638
1356661,1356638
1356734,1356638
1356705,1356638
1356810,1356638
1356849,1356638
1356737,1356638
1356656,1356638
1356646,1356638
1356755,1356638
1356760,1356638
1356657,1356638
1356673,1356638
1356834,1356638
1356704,1356638
1356822,1356638
1356836,1356638
1356662,1356638
1356740,1356638
1356745,1356638
1356792,1356638
1356827,1356638
1356738,1356638
1356644,1356638
1356829,1356638
1356823,1356638
1356800,1356638
1356808,1356638
1356840,1356638
1356789,1356638
1356714,1356638
1356736,1356638
1356773,1356638
1356690,1356638
1356787,1356638
1356744,1356638
1356749,1356638
1356817,1356638
1356730,1356638
1356642,1356638
1356707,1356638
1356694,1356638
1356818,1356638
1356842,1356638
1356677,1356638
1356696,1356638
1356720,1356638
1356813,1356638
1356751,1356638
1356715,1356638
1356670,1356638
1356680,1356638
1356798,1356638
1356761,1356638
1356786,1356638
1356848,1356638
1356769,1356638
1356774,1356638
1356754,1356638
1356775,1356638
1356776,1356638
1356764,1356638
1356678,1356638
1356676,1356638
1356721,1356638
1356725,1356638
1356845,1356638
1356691,1356638
1356727,1356638
1356729,1356638
1356803,1356638
1356826,1356638
1356643,1356638
1356793,1356638
1356719,1356638
1356648,1356638
1356735,1356638
1356766,1356638
1356681,1356638
1356700,1356638
1356724,1356638
1356779,1356638
1356831,1356638
1356821,1356638
1356784,1356638
1356797,1356638
1356683,1356638
1356639,1356638
1356809,1356638
1356650,1356638
1356723,1356638
1356747,1356638
1356716,1356638
1356713,1356638
1356758,1356638
1356665,1356638
1356733,1356638
1356748,1356638
1356647,1356638
1356687,1356638
1356757,1356638
1356805,1356638
1356835,1356638
1356850,1356638
1356655,1356638
1356659,1356638
1356728,1356638
1356801,1356638
1356640,1356638
1356679,1356638
1356782,1356638
1356814,1356638
1356686,1356638
1356739,1356638
1356791,1356638
1356708,1356638
1356765,1356638
1356777,1356638
1356788,1356638
1356830,1356638
1356838,1356638
1356702,1356638
1356669,1356638
1356750,1356638
1356772,1356638
1356674,1356638
1356820,1356638
1356684,1356638
1356710,1356638
1356833,1356638
1356844,1356638
1356796,1356638
1356767,1356638
1356682,1356638
1356816,1356638
1356841,1356638
1356701,1356638
1356664,1356638
1356771,1356638
1356828,1356638
1356837,1356638
1356717,1356638
1356693,1356638
1356732,1356638
1356783,1356638
1356802,1356638
1356703,1356638
1356812,1356638
1356658,1356638
1356759,1356638
1356741,1356638
1356726,1356638
1356806,1356638
1356807,1356638
1356847,1356638
1356731,1356638
1356843,1356638
1356654,1356638
1356712,1356638
1356839,1356638
1356651,1356638
1356671,1356638
1356692,1356638
1356804,1356638
1356649,1356638
1356653,1356638
1356709,1356638
1356711,1356638
1356752,1356638
1356652,1356638
1356689,1356638
1356722,1356638
1356753,1356638
1356763,1356638
1356695,1356638
1356780,1356638
1356785,1356638
1356645,1356638
1356688,1356638
1356756,1356638
1356819,1356638
1356742,1356638
1356832,1356638
1312744,1306155
1385599,1306155
36469,12908
32644,12908
1515699,12908
198834,1515699
1969374,1515699
2495523,1515699
382345,1515699
2170516,1515699
1708500,1515699
1796019,1515699
1938931,1515699
1406227,1515699
2170521,1515699
713097,1515699
2853804,1515699
1796020,1515699
932710,1515699
1515702,1515699
1969375,1515699
2170517,1515699
2185173,1515699
1837134,1515699
1406229,1515699
1837135,1515699
1837136,1515699
1515703,1515699
2502152,1515699
2664238,1515699
1406228,1515699
1969373,1515699
1708506,1515699
2170518,1515699
1516082,1515699
2170520,1515699
2170519,1515699
2502151,1515699
1566732,12908
2664892,1566732
2762333,1566732
2072508,1566732
2014237,1566732
2572922,1566732
2773303,1566732
1566733,1566732
1907579,1566732
1993765,1566732
1672636,1566732
1739788,1566732
2052958,1566732
2173856,1566732
2710142,1566732
1710981,1566732
1566338,1566732
2022748,1566732
1936082,1566732
2267609,1566732
2530457,1566732
2691593,1566732
1987585,1566732
2567949,1566732
2780092,1566732
1980042,1566732
2762334,1566732
1667167,1566732
1591422,1566732
2508731,1566732
2014072,1566732
2814291,1566732
1978567,1566732
2047935,1566732
2565739,1566732
2606682,1566732
2676315,1566732
1935933,1566732
408169,12908
256318,408169
410656,408169
1077529,410656
1660082,410656
1338477,410656
1077528,410656
2790308,410656
1822005,410656
1642408,410656
2768320,410656
410661,410656
1427740,410656
1630596,410656
1284369,410656
1417798,410656
1077527,410656
1541066,410656
1508044,410656
1983761,410656
2517771,410656
1571227,410656
2173186,410656
1904483,410656
2562286,410656
662107,410656
1176744,410656
1441288,410656
1300146,410656
1521111,410656
1711999,410656
1573835,410656
1130098,410656
2034148,410656
1436733,410656
2901397,410656
496923,410656
483425,410656
1519372,410656
1774142,410656
2516875,410656
703336,410656
2713252,410656
1633571,410656
1679718,410656
1704043,410656
1842734,410656
1861841,410656
1892068,410656
1850221,410656
2607062,410656
2592667,410656
433724,410656
1685930,410656
1833763,410656
1331678,410656
2682960,410656
2819232,410656
1335591,410656
1510822,410656
1628154,410656
1729361,410656
1775950,410656
1830148,410656
2489051,410656
2364087,410656
1227552,410656
1455666,410656
1504969,410656
1676987,410656
506599,410656
496922,410656
1115523,410656
1653169,410656
1385665,410656
1411990,410656
1441287,410656
540485,410656
506600,410656
2592666,410656
2011160,410656
2038140,410656
410662,410656
539654,410656
1873886,410656
1213622,410656
2596910,410656
749906,410656
1202446,410656
1969832,410656
2721627,410656
646099,410656
2015907,410656
1041057,410656
2769363,410656
1670606,410656
1681198,410656
2753603,410656
530537,410656
496924,410656
1070528,410656
1163772,410656
1675031,410656
1579005,410656
2083302,410656
1941281,410656
1966731,410656
1675540,410656
408170,410656
1632839,410656
1890690,410656
444079,410656
910258,410656
1580551,410656
1234904,410656
1837932,410656
1204294,410656
2259532,410656
1898966,410656
539655,410656
2045359,410656
2315767,410656
2805787,410656
1477400,410656
2053188,410656
1712573,410656
2705415,410656
1118232,410656
1595979,410656
1899496,410656
1549736,410656
1914523,410656
1825923,410656
2771423,410656
1868704,410656
1297885,410656
1006967,410656
1848041,410656
1660347,410656
1789662,410656
1870980,410656
2803947,410656
2809082,410656
2900150,410656
1297858,410656
1685929,410656
1904484,410656
447426,410656
1131769,410656
1218275,410656
2853533,410656
433733,410656
1327954,410656
1549733,410656
1588881,410656
408171,410656
2866621,410656
1076140,410656
1346744,410656
1602388,410656
410657,408169
2773312,410657
1263854,410657
1705991,410657
1755691,410657
1759406,410657
1169740,410657
1593443,410657
1649191,410657
2014611,410657
2899295,410657
1214127,410657
1243988,410657
885331,410657
1256227,410657
1710357,410657
1899497,410657
1931409,410657
2834405,410657
938273,410657
1503069,410657
2083785,410657
1672641,410657
1671699,410657
2812732,410657
718308,410657
1306859,410657
1664808,410657
1515737,410657
1804158,410657
2082402,410657
2495586,410657
702656,410657
717931,410657
1342751,410657
1647806,410657
1690257,410657
1646512,410657
1804163,410657
2014073,410657
496920,410657
1592514,410657
1705994,410657
1325974,410657
1504975,410657
1816089,410657
1897463,410657
1825055,410657
2775247,410657
2810607,410657
1076179,410657
1620422,410657
1236744,410657
1748545,410657
2508887,410657
718289,410657
942017,410657
1759405,410657
1082480,410657
1798876,410657
1249455,410657
1319833,410657
2047713,410657
1960113,410657
2493693,410657
870726,410657
556182,410657
1561020,410657
2283235,410657
2419775,410657
2487694,410657
2338240,410657
1859930,410657
452919,410657
1284368,410657
1594593,410657
1616037,410657
1531857,410657
1792145,410657
2881334,410657
412756,410657
496921,410657
2805829,410657
1447863,410657
1752603,410657
749907,410657
1929487,410657
2028342,410657
449393,410657
1659218,410657
1661029,410657
1670605,410657
1704045,410657
1874687,410657
1917397,410657
1968542,410657
2607665,410657
939928,410657
1540818,410657
1698289,410657
1735564,410657
1768876,410657
527639,410657
1561046,410657
1981201,410657
1808295,410657
1933216,410657
1708701,410657
2681964,410657
410658,410657
1536899,410657
1527414,410657
2083488,410657
2714341,410657
1269027,410657
1643811,410657
1954208,410657
2202140,410657
1154581,410657
1518171,410657
1774230,410657
1851193,410657
1680915,410657
1070537,410657
471232,410657
1983455,410657
2890057,410657
1303196,410657
2747213,410657
1715863,410657
1897733,410657
412757,410657
1763544,410657
1799672,410657
1898220,410657
1263966,410657
1292099,410657
2025496,410657
2048281,410657
1759404,410657
1658780,410657
1839947,410657
1382208,410657
1564682,410657
1545499,410657
1602165,410657
797283,410657
1348798,410657
433727,410657
410659,410657
1592332,410657
1897453,410657
1311626,410657
1561972,410657
652676,410657
1778260,410657
1765030,410657
1954210,410657
1326787,410657
1591089,410657
1642954,410657
412754,410657
1723648,410657
408172,410657
655179,410657
2003122,410657
1651086,410657
1651087,410657
527640,410657
1260732,410657
1799666,410657
2502012,410657
412755,410657
903395,410657
1394888,410657
1604023,410657
1583376,410657
2025951,410657
2607973,410657
