node,descendantsNum
36549,361
1298915,136
340208,120
1356638,212
1797919,111
36549,361
2670808,101
29278,15647
48479,26214
150576,111
150467,275
1356638,212
410656,176
29278,15647
305072,500
81684,633
12333,3561
39780,126
44770,145
81490,133
150467,275
44770,145
150467,275
1922348,1361
410657,223
2585030,2817
122728,180
156614,160
81490,133
1783234,112
150578,157
115531,158
410657,223
81684,633
305072,500
44770,145
49928,33707
150578,157
115531,158
363628,225
48510,1732
410656,176
410657,223
39780,126
2573095,1630
1922348,1361
340208,120
410657,223
410657,223
44770,145
47936,228
122728,180
2573095,1630
1356638,212
1298915,136
81490,133
340209,130
39780,126
1035835,169
410657,223
81490,133
93506,360
47936,228
68359,704
2693321,792
410657,223
410656,176
1298915,136
150576,111
1356638,212
1783234,112
68359,704
1797919,111
410656,176
1797919,111
2585030,2817
1035835,169
35342,186
122728,180
68359,704
340208,120
150467,275
93506,360
340209,130
410656,176
93506,360
2670808,101
48510,1732
1298915,136
48479,26214
410656,176
156614,160
150576,111
81684,633
48510,1732
47936,228
115531,158
36549,361
115531,158
48479,26214
81490,133
57727,152
12429,2923
115531,158
150576,111
340209,130
150576,111
363628,225
156614,160
2693321,792
29278,15647
2573095,1630
48479,26214
150578,157
340209,130
36549,361
1797919,111
1922348,1361
2670808,101
29278,15647
12429,2923
1356638,212
340209,130
1035835,169
150467,275
150578,157
2670808,101
81490,133
12333,3561
1035835,169
340209,130
36549,361
1922348,1361
48479,26214
2670808,101
81490,133
81490,133
1356638,212
156614,160
410656,176
35342,186
36549,361
29278,15647
2693321,792
12333,3561
156614,160
93506,360
1035835,169
47936,228
2573095,1630
1356638,212
44770,145
68359,704
29278,15647
2693321,792
1035835,169
2585030,2817
340209,130
156614,160
2573095,1630
150578,157
12429,2923
340209,130
1298915,136
115531,158
156614,160
410656,176
48510,1732
1298915,136
340209,130
1922348,1361
1797919,111
363628,225
81684,633
29278,15647
1783234,112
150467,275
156614,160
1298915,136
29278,15647
48510,1732
12429,2923
12429,2923
340208,120
57727,152
115531,158
410656,176
81490,133
1035835,169
93506,360
1922348,1361
68359,704
363628,225
410657,223
1797919,111
1356638,212
39780,126
363628,225
410657,223
48510,1732
156614,160
12429,2923
305072,500
12429,2923
36549,361
81684,633
39780,126
150576,111
1356638,212
410656,176
340208,120
12429,2923
1035835,169
48479,26214
363628,225
115531,158
156614,160
36549,361
122728,180
57727,152
48479,26214
1797919,111
122728,180
49928,33707
36549,361
122728,180
156614,160
81490,133
12429,2923
81684,633
115531,158
410657,223
47936,228
81684,633
1783234,112
1298915,136
1922348,1361
81684,633
410657,223
1298915,136
81490,133
49928,33707
36549,361
68359,704
48479,26214
36549,361
1922348,1361
340208,120
1298915,136
410656,176
36549,361
2585030,2817
1922348,1361
340208,120
1922348,1361
49928,33707
2585030,2817
305072,500
12429,2923
1298915,136
1922348,1361
363628,225
340209,130
81490,133
340209,130
1035835,169
57727,152
39780,126
150578,157
1035835,169
48479,26214
156614,160
1356638,212
1356638,212
1797919,111
1783234,112
57727,152
1922348,1361
1922348,1361
35342,186
1298915,136
150578,157
340209,130
48510,1732
68359,704
122728,180
1783234,112
150576,111
410657,223
2573095,1630
340208,120
410656,176
1356638,212
150576,111
68359,704
48510,1732
340209,130
93506,360
12429,2923
48510,1732
1797919,111
36549,361
48510,1732
1797919,111
2670808,101
340209,130
1922348,1361
12333,3561
340209,130
81684,633
57727,152
1298915,136
340209,130
81684,633
1298915,136
122728,180
49928,33707
156614,160
115531,158
1035835,169
12429,2923
93506,360
122728,180
57727,152
1783234,112
48510,1732
48510,1732
57727,152
150467,275
81684,633
1298915,136
48479,26214
410656,176
39780,126
48510,1732
1356638,212
81684,633
68359,704
340209,130
340209,130
36549,361
150467,275
1922348,1361
35342,186
93506,360
35342,186
2573095,1630
150578,157
29278,15647
2573095,1630
48479,26214
1797919,111
35342,186
68359,704
48479,26214
1783234,112
1783234,112
93506,360
48479,26214
1797919,111
340208,120
57727,152
57727,152
340208,120
150467,275
340208,120
81490,133
93506,360
1356638,212
122728,180
57727,152
2670808,101
340208,120
12333,3561
49928,33707
1298915,136
35342,186
1922348,1361
340208,120
150578,157
1783234,112
150576,111
36549,361
150576,111
2670808,101
1922348,1361
57727,152
1035835,169
2573095,1630
49928,33707
150467,275
48479,26214
57727,152
12333,3561
49928,33707
340208,120
12429,2923
122728,180
2585030,2817
150576,111
2573095,1630
340209,130
68359,704
1035835,169
1035835,169
410657,223
2670808,101
1783234,112
57727,152
2573095,1630
44770,145
29278,15647
39780,126
29278,15647
1783234,112
68359,704
36549,361
340209,130
150576,111
150467,275
1783234,112
44770,145
340208,120
93506,360
47936,228
340208,120
410657,223
1035835,169
39780,126
47936,228
81490,133
12429,2923
340208,120
57727,152
156614,160
340208,120
410656,176
2585030,2817
115531,158
57727,152
410657,223
81490,133
2693321,792
2585030,2817
93506,360
150576,111
150467,275
410657,223
12333,3561
39780,126
57727,152
1797919,111
150576,111
81684,633
2693321,792
1035835,169
12429,2923
305072,500
35342,186
2585030,2817
2585030,2817
1783234,112
1356638,212
1797919,111
2585030,2817
1783234,112
115531,158
2585030,2817
35342,186
150467,275
340209,130
305072,500
29278,15647
115531,158
305072,500
156614,160
150576,111
1783234,112
36549,361
363628,225
12429,2923
1783234,112
81490,133
81490,133
47936,228
410657,223
150467,275
122728,180
12333,3561
115531,158
39780,126
44770,145
49928,33707
122728,180
12333,3561
2585030,2817
1922348,1361
47936,228
93506,360
156614,160
150576,111
1356638,212
340208,120
81684,633
48479,26214
340209,130
68359,704
93506,360
1922348,1361
1035835,169
35342,186
68359,704
47936,228
48510,1732
2573095,1630
2670808,101
340209,130
68359,704
48510,1732
49928,33707
115531,158
363628,225
1783234,112
150576,111
156614,160
150578,157
35342,186
410657,223
1298915,136
2573095,1630
81490,133
57727,152
1356638,212
44770,145
48510,1732
1783234,112
1922348,1361
150467,275
47936,228
1035835,169
1035835,169
150578,157
93506,360
2573095,1630
115531,158
44770,145
150576,111
150578,157
35342,186
36549,361
81490,133
150467,275
340208,120
1783234,112
57727,152
35342,186
150578,157
47936,228
29278,15647
48510,1732
36549,361
44770,145
1356638,212
305072,500
410656,176
363628,225
47936,228
1356638,212
156614,160
150578,157
1797919,111
150467,275
2585030,2817
36549,361
2573095,1630
1783234,112
2585030,2817
410656,176
1922348,1361
48510,1732
35342,186
1298915,136
410656,176
39780,126
410656,176
410656,176
363628,225
1356638,212
305072,500
57727,152
2670808,101
1922348,1361
1298915,136
2573095,1630
1797919,111
340208,120
363628,225
340208,120
47936,228
35342,186
1356638,212
35342,186
57727,152
81490,133
36549,361
410656,176
12429,2923
44770,145
36549,361
48510,1732
156614,160
1922348,1361
340208,120
363628,225
150578,157
2693321,792
68359,704
39780,126
363628,225
363628,225
81684,633
1922348,1361
156614,160
410657,223
363628,225
29278,15647
29278,15647
2693321,792
49928,33707
1298915,136
47936,228
44770,145
1356638,212
150578,157
49928,33707
410656,176
49928,33707
48479,26214
150576,111
1298915,136
1783234,112
156614,160
2693321,792
1922348,1361
35342,186
44770,145
29278,15647
2573095,1630
47936,228
115531,158
340208,120
2670808,101
35342,186
150576,111
57727,152
1922348,1361
150578,157
68359,704
68359,704
2573095,1630
81490,133
29278,15647
1783234,112
47936,228
150576,111
2693321,792
29278,15647
150576,111
115531,158
363628,225
1783234,112
57727,152
81684,633
39780,126
2693321,792
48479,26214
93506,360
1783234,112
47936,228
57727,152
81490,133
2585030,2817
2585030,2817
1797919,111
36549,361
44770,145
81684,633
36549,361
36549,361
410657,223
1783234,112
340209,130
81684,633
81684,633
1035835,169
48510,1732
48479,26214
35342,186
35342,186
35342,186
2693321,792
48510,1732
156614,160
12333,3561
48479,26214
2693321,792
47936,228
48510,1732
39780,126
35342,186
1922348,1361
48510,1732
410657,223
305072,500
93506,360
150578,157
150576,111
150576,111
36549,361
1298915,136
1356638,212
35342,186
1356638,212
81684,633
1783234,112
2573095,1630
1035835,169
340209,130
340208,120
81490,133
29278,15647
2573095,1630
305072,500
48479,26214
410656,176
410657,223
2693321,792
150578,157
156614,160
48510,1732
36549,361
410657,223
156614,160
156614,160
410657,223
363628,225
340209,130
2573095,1630
93506,360
150576,111
1356638,212
2573095,1630
35342,186
12333,3561
1035835,169
1298915,136
340208,120
35342,186
44770,145
2693321,792
48510,1732
150578,157
49928,33707
48510,1732
150576,111
156614,160
39780,126
150576,111
49928,33707
44770,145
1035835,169
57727,152
150576,111
1035835,169
47936,228
81490,133
2670808,101
2573095,1630
410657,223
305072,500
410656,176
93506,360
47936,228
48479,26214
1356638,212
48510,1732
36549,361
150578,157
1356638,212
1922348,1361
48479,26214
1797919,111
48510,1732
156614,160
93506,360
305072,500
1922348,1361
36549,361
2670808,101
2585030,2817
44770,145
2585030,2817
48510,1732
150467,275
122728,180
340209,130
47936,228
48479,26214
2585030,2817
2585030,2817
12333,3561
1298915,136
305072,500
1783234,112
12333,3561
115531,158
44770,145
47936,228
1298915,136
1298915,136
81684,633
57727,152
1035835,169
44770,145
2573095,1630
68359,704
1922348,1361
39780,126
1035835,169
44770,145
35342,186
115531,158
68359,704
81684,633
49928,33707
1298915,136
48479,26214
12429,2923
81490,133
305072,500
340208,120
2693321,792
2585030,2817
1298915,136
2670808,101
410657,223
57727,152
340208,120
340209,130
29278,15647
156614,160
150578,157
1783234,112
1797919,111
47936,228
48479,26214
47936,228
122728,180
150578,157
12429,2923
122728,180
410656,176
340208,120
410657,223
2585030,2817
363628,225
122728,180
68359,704
36549,361
115531,158
2670808,101
150578,157
1783234,112
150576,111
1783234,112
49928,33707
29278,15647
122728,180
363628,225
48479,26214
1356638,212
36549,361
81490,133
1356638,212
1298915,136
410657,223
49928,33707
2573095,1630
36549,361
340208,120
115531,158
340208,120
115531,158
363628,225
35342,186
1922348,1361
1922348,1361
12429,2923
150467,275
2585030,2817
47936,228
93506,360
36549,361
340208,120
12429,2923
150576,111
2670808,101
93506,360
2585030,2817
1298915,136
1783234,112
68359,704
93506,360
150467,275
305072,500
93506,360
150467,275
39780,126
2585030,2817
2670808,101
39780,126
48479,26214
1035835,169
36549,361
150467,275
410657,223
44770,145
93506,360
44770,145
363628,225
2585030,2817
48479,26214
2573095,1630
410657,223
410656,176
2693321,792
35342,186
363628,225
2670808,101
2670808,101
1922348,1361
1356638,212
