173831,2905837,2875657,1654362,2969415,3098945,2558576,1906938,2707331,2736503,2795258,3127570,282700,2558774,2052893,687241,2711211,1654362,380624,1670678,641839,1807804,2740292,3136631,3062878,1807804,3134321,2928950,3113834,2027348,1504733,3038330
2010273,2558804,2843193,1851600,564645,2997397,3098941,2489556,2951974,2992157,3134348,498340,536460,1964815,181522,3075134,2705360,1278204,3129143,2822586,57476,2913884,1424631,3038327,2775100,198601,185369,2220005,334523,3082040,2727876,2969246
483783,1733565,1510624,2870866,172666,2558785,2736497,282704,2558727,2565395,2969982,2969982,1685757,2558662,2827999,3080650,536468,57476,1852686,3038349,2558560,1685738,2839037,3134309,3039452,3101611,2984832,2862371,3038328,1881180,3108949,2558758
2969425,2480178,2926077,3134334,2981850,3028139,2915355,2944511,3063378,187176,2826792,3038109,745097,3063137,343515,2489572,3135741,2733304,2736480,2497866,1685759,2323,706162,1935183,2558526,282690,2558614,2991514,3056952,2053193,3111824,1911440
2985769,3098260,2488711,2928953,1795440,1685738,3038984,3117430,3077281,272757,3041445,2801856,2813301,1955197,1930510,3134338,2740292,2953613,3038357,3044704,3134360,2826795,2558659,2727871,641835,2901362,2953621,2035842,3027,2901363,2842598,2874454
268586,498353,2558621,2558601,458421,2724183,2558759,2944500,3134357,1868621,2558721,1685739,2057886,2489530,1881176,2826819,2826803,185368,2558545,200938,2969237,2010285,1810951,458465,2901349,2250490,1612310,200938,1925802,1843763,498347,2944509
2839037,3038105,2608240,3134300,1542934,3098938,3113356,2748347,1888321,2825825,2925320,364254,3004206,3084249,2558569,3097001,3120382,2077300,3136617,3113842,3102987,2727874,2971121,1965533,1930180,1510623,3092754,1925501,2592796,1925778,1510621,3063240
3063490,2558688,2972535,2480186,498338,2558794,181485,2558725,3063126,795385,3134306,1897732,536467,458448,458476,3063387,2871158,1155158,2901342,3134290,2825793,1906941,1852003,2866321,2862062,3044794,65388,3134322,2862021,2558812,1379788,2558852
1929114,1925802,2763270,3098944,2489531,2825806,2915357,2805024,2866334,2715801,1685777,2558694,560198,1654577,2590092,1297894,3063113,2828251,2558777,3041026,2862083,3134302,3105964,2489592,2488708,2558705,2212815,2558705,2901341,458446,2766836,2874453
858350,2736486,200940,1795443,2736503,2876046,1416630,3096999,2575465,2961017,3098264,686440,1783272,2866323,1398940,2862080,2732397,657182,458448,1879035,2864011,67818,2928605,2969430,1541688,2558695,2826791,2736281,2933183,3040650,1962723,60457
